SAB,1510282800000,1.662
SAB,1510282860000,1.664
SAB,1510282920000,1.663
SAB,1510282980000,1.66
SAB,1510283040000,1.664
SAB,1510283100000,1.67
SAB,1510283160000,1.67
SAB,1510283220000,1.67
SAB,1510283280000,1.671
SAB,1510283340000,1.674
SAB,1510283400000,1.67
SAB,1510283460000,1.665
SAB,1510283520000,1.67
SAB,1510283580000,1.67
SAB,1510283640000,1.667
SAB,1510283700000,1.663
SAB,1510283760000,1.666
SAB,1510283820000,1.67
SAB,1510283880000,1.667
SAB,1510283940000,1.669
SAB,1510284000000,1.666
SAB,1510284060000,1.666
SAB,1510284120000,1.664
SAB,1510284180000,1.664
SAB,1510284240000,1.664
SAB,1510284300000,1.665
SAB,1510284360000,1.667
SAB,1510284480000,1.663
SAB,1510284540000,1.662
SAB,1510284600000,1.664
SAB,1510284660000,1.664
SAB,1510284720000,1.662
SAB,1510284780000,1.661
SAB,1510284840000,1.66
SAB,1510284900000,1.657
SAB,1510284960000,1.656
SAB,1510285080000,1.659
SAB,1510285140000,1.661
SAB,1510285200000,1.661
SAB,1510285380000,1.662
SAB,1510285440000,1.662
SAB,1510285500000,1.663
SAB,1510285560000,1.663
SAB,1510285620000,1.663
SAB,1510285680000,1.662
SAB,1510285740000,1.664
SAB,1510285860000,1.657
SAB,1510285920000,1.655
SAB,1510285980000,1.657
SAB,1510286040000,1.658
SAB,1510286160000,1.659
SAB,1510286220000,1.66
SAB,1510286280000,1.664
SAB,1510286400000,1.662
SAB,1510286460000,1.663
SAB,1510286520000,1.663
SAB,1510286580000,1.664
SAB,1510286640000,1.665
SAB,1510286700000,1.664
SAB,1510286760000,1.664
SAB,1510286820000,1.663
SAB,1510286880000,1.662
SAB,1510286940000,1.663
SAB,1510287000000,1.662
SAB,1510287060000,1.662
SAB,1510287120000,1.661
SAB,1510287180000,1.66
SAB,1510287240000,1.66
SAB,1510287300000,1.658
SAB,1510287360000,1.659
SAB,1510287420000,1.661
SAB,1510287540000,1.662
SAB,1510287600000,1.663
SAB,1510287660000,1.663
SAB,1510287720000,1.665
SAB,1510287780000,1.664
SAB,1510287840000,1.663
SAB,1510287900000,1.66
SAB,1510287960000,1.661
SAB,1510288020000,1.659
SAB,1510288080000,1.66
SAB,1510288140000,1.661
SAB,1510288200000,1.661
SAB,1510288260000,1.661
SAB,1510288320000,1.661
SAB,1510288380000,1.66
SAB,1510288440000,1.66
SAB,1510288500000,1.661
SAB,1510288560000,1.66
SAB,1510288620000,1.66
SAB,1510288680000,1.658
SAB,1510288740000,1.66
SAB,1510288800000,1.66
SAB,1510288860000,1.659
SAB,1510288920000,1.66
SAB,1510288980000,1.661
SAB,1510289040000,1.66
SAB,1510289100000,1.662
SAB,1510289160000,1.661
SAB,1510289220000,1.662
SAB,1510289280000,1.662
SAB,1510289340000,1.665
SAB,1510289400000,1.665
SAB,1510289460000,1.665
SAB,1510289580000,1.664
SAB,1510289640000,1.665
SAB,1510289760000,1.664
SAB,1510289820000,1.663
SAB,1510289880000,1.664
SAB,1510289940000,1.662
SAB,1510290000000,1.662
SAB,1510290060000,1.662
SAB,1510290120000,1.663
